product,manufacturer,brand,category,subcategory,distributor,stars_TPC,stars_pb,attributes,local_category,brand_city,total_quantity,total_spend
CHIP POTATO KETTLE CRACKED,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Deep River,CT",4,68.61
CHIP POTATO KETTLE JALAPENO GF,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Deep River,CT",7,119.08
CHIP POTATO KETTLE MESQUITE BBQ,CAMPBELL FOODSVC SL,CAPE COD,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Hyannis,MA",18,380.1
CHIP POTATO KETTLE MESQUITE BBQ,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Deep River,CT",19,328.28999999999996
CHIP POTATO KETTLE ORGNL R/F,CAMPBELL FOODSVC SL,CAPE COD,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Hyannis,MA",12,240.38
CHIP POTATO KETTLE ORGNL SLTD,CAMPBELL FOODSVC SL,CAPE COD,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Hyannis,MA",245,5586
CHIP POTATO KETTLE ORGNL SLTD,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Deep River,CT",143,3777.629999999999
CHIP POTATO KETTLE PLN,SHEARERS FOODS LLC,WEST CRK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),4,145.12
CHIP POTATO KETTLE ROSEMARY,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Deep River,CT",22,544.52
CHIP POTATO KETTLE SALT &,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Deep River,CT",2,37.26
CHIP POTATO KETTLE SEA SALT &,CAMPBELL FOODSVC SL,CAPE COD,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Hyannis,MA",1,20.89
CHIP POTATO KETTLE SPICY DILL,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Deep River,CT",4,66.91
CHIP POTATO KETTLE SWEET MAUI,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Deep River,CT",28,699.9100000000001
CHIP POTATO REG RIDGED LSS,PEPSICO FRITO LAY STACYS,RUFFLES,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",3,98.16
CHIP POTATO REG TFF,PEPSICO FRITO LAY STACYS,BKDLAYS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",2,41.06
CHIP POTATO REG TFF,PEPSICO FRITO LAY STACYS,LAYS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",7,248.35999999999999
CHIP POTATO RIDGED REG TFF,PEPSICO FRITO LAY STACYS,RUFFLES,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",169,3522.8100000000004
CHIP POTATO RIDGED TFF,PEPSICO FRITO LAY STACYS,RUFFLES,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",13,450.45000000000005
CHIP POTATO SALT & VINEGAR GF,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Deep River,CT",11,185.57999999999998
CHIP POTATO SALT & VINEGAR LSS,PEPSICO FRITO LAY STACYS,LAYS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",9,284.94
CHIP POTATO SOUR CREAM & ONION,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Deep River,CT",12,202.57000000000005
CHIP POTATO SOUR CREAM & ONION,PEPSICO FRITO LAY STACYS,LAYS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",60,2090.9900000000002
CHIP POTATO ZESTY LIME,Deep River Snacks,DPRVRSNK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Deep River,CT",5,83.57
CHIP TORTILLA BLUE CORN,GENERAL MILLS DRY & FRZN,FDSTSTGD,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),65,1011.0000000000001
CHIP TORTILLA COOL RANCH LSS,PEPSICO FRITO LAY STACYS,DORITOS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",3,99.75
CHIP TORTILLA COOL RANCH R/F,PEPSICO FRITO LAY STACYS,DORITOS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",5,124.43
CHIP TORTILLA COOL RANCH TFF,PEPSICO FRITO LAY STACYS,DORITOS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",70,2425.4999999999995
CHIP TORTILLA FLAMIN HOT,PEPSICO FRITO LAY STACYS,DORITOS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",13,403.52000000000004
CHIP TORTILLA MLT-GRN,GENERAL MILLS DRY & FRZN,FDSTSTGD,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),130,2110.3799999999997
CHIP TORTILLA NACHO CHEESE LSS,PEPSICO FRITO LAY STACYS,DORITOS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",8,255.8
CHIP TORTILLA NACHO CHEESE TFF,PEPSICO FRITO LAY STACYS,DORITOS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",75,2598.75
CHIP TORTILLA SPICY SWEET CHILI,PEPSICO FRITO LAY STACYS,DORITOS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",21,674.46
CHIP TORTILLA SWEET POTATO,GENERAL MILLS DRY & FRZN,FDSTSTGD,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),118,1988.2
CHIP TORTILLA SWEET POTATO ALL,GENERAL MILLS DRY & FRZN,FDSTSTGD,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),90,1476.54
CHIP TORTILLA WHI CORN TRI FC,MISSION FOODS,MISSION,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Mountain Top,PA",2,41.84
CHIP TORTILLA WHI RND CRISPY,PEPSICO FRITO LAY STACYS,TOSTITOS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",122,2010.3099999999997
CHIPS CORN POPPED KETTLE SWEET,THE QUAKER OATS CO,POPCORNR,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),3,94.71
CHIVES FRSH,RUBY ROBINSON INFINITE,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),7,71.04
CHOC BAKING UNSWTND,KRAFT HEINZ DRY,BAKERS,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),40,1101.52
CHOC CHIP SEMI SWEET 900 CT,CARGILL COCOA & CHOCOLATE,HRTG OVN,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Hazle Township,PA",14,851.0800000000002
CHOC CHIP SEMI SWEET MINI 4000,CARGILL COCOA & CHOCOLATE,HRTG OVN,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Hazle Township,PA",12,750.96
Chocolate 5 gallon,High Lawn Farms,High Lawn Farms,Dairy,Dairy,HIGH LAWN FARMS,NA,Non-Qualifying Spend,Local,Local Vendors/Local Products,"Lee,MA",341,9859.05
Chocolate pint,High Lawn Farms,High Lawn Farms,Dairy,Dairy,HIGH LAWN FARMS,NA,Non-Qualifying Spend,Local,Local Vendors/Local Products,"Lee,MA",16550,26806.5
"Chocolate, Kick N' Nuts",Berkshire Bark,Berkshire Bark,Highly Proccessed,Grocery,MARTY'S LOCAL,NA,Non-Qualifying Spend,Local,Local Vendors/Local Products,"Sheffield,MA",2,89.84
CHOCOLATINE BUTTER MINI FZ,BRIDOR USA INC,BRIDOR,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Vineland,NJ",24,1069.44
CHORIZO IMIT SOY CRUMBLES VEGAN,KELLOGG SALES CO FRZN,MORNSTR,Plant Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Veg Alternatives to Meat/Dairy,NA,(null),6,384.71
CHOWDER CHICKEN & CORN GF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",33,1645.53
CHOWDER CLAM MANHATTAN FRSH,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",1,43.81
CHOWDER CLAM NEW ENGLAND RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",167,7186.529999999999
CHOWDER CORN GF TFF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",103,3141.5999999999995
"CHURRO 16"" KING SIZE",J&J SNACK FOODS CORP,CALIFCHU,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Pennsauken Township,NJ",1,55.96
"CHURRO PLN KING SIZE 16"" TFF",J&J SNACK FOODS CORP,TIO PEPE,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Pennsauken Township,NJ",1,55.96
CHUTNEY MANGO MAJOR GREY TFF,ROLAND FOODS LLC,ROLAND,Highly Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayton,NJ",2,122.16
CIDER APPLE NEW ENGLAND,JM GROSS BROKERAGE C,PACKER,Minimal Proccessed,Beverages (ND),PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Chelsea,MA",2,42.92
CIDER APPLE NEW ENGLAND,YONDER FRUIT FARMS INC,PACKER,Minimal Proccessed,Beverages (ND),PERFORMANCE FOOD GROUP,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Hudson,NY",8,243.08
CIDER APPLE SPRKLNG,JM GROSS BROKERAGE C,PACKER,Simple Proccessed,Beverages (ND),PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Chelsea,MA",5,225.35
"Cider, Apple",Pine Hill Orchards,Pine Hill Orchards,Minimal Proccessed,Beverages (ND),MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Colrain,MA",81,2363.91
"Cider, Apple Sparkling (Non-Alcoholic)",Dutton Berry Farm,Dutton Berry Farm,Beverages (ND),Beverages (ND),MARTY'S LOCAL,NA,Non-Qualifying Spend,Local,Local Vendors/Local Products,"Brattleboro,VT",3,200.01
CILANTRO FRSH,ARMSTRONG MARKETING,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),1,26.82
CILANTRO FRSH,RUBY ROBINSON INFINITE,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),2,14.54
CILANTRO FRSH W&T,ARMSTRONG MARKETING,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),1,5.95
CLAM CHPD FRSH,CHANNEL FISH PROCESSING,PACKER,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Boston,MA",31,1184.41
CLAM COUNTNECK,CAPE COD SHELLFISH &,PACKER,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Boston,MA",2,189.14
CLAM LITTLENECK 100 CT AV,CAPE COD SHELLFISH &,PACKER,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Boston,MA",2,80.1
CLAM LITTLENECK WILD 200 CT,CAPE COD SHELLFISH &,PACKER,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Boston,MA",6,585.66
CLAM OCEAN CHPD USA MSC,LAMONICA FINE FOODS,ROMA,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,MSC Certified Fisheries (No Chain of Custody),Local Business/Non-Local Products,"Millville,NJ",6,730.89
COCOA HOT CHOC ENVELOPE,CONAGRA FOODS SALES DRY,SWISS MS,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,49.21
COCOA HOT PACKET 1 OZ,DIAMOND CRYSTAL BRANDS IN,GUEST HS,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),5,249.25
COCOA MIX HOT,DIAMOND CRYSTAL BRANDS IN,GUEST HS,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),4,189.64
COCOA NIBS,WOODLAND FOODS LTD,WDLAND,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Waukegan,IL",1,177.5
COCOA PWDR 10-12% TFF,GEL SPICE CO INC,GELSPICE,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Bayonne,NJ",8,190.24
COCONUT FLAKE SWTND,REMA FOODS INC,MAGELLAN,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Englewood Cliffs,NJ",1,21.52
COCONUT SHRED SWTND,REMA FOODS INC,MAGELLAN,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Englewood Cliffs,NJ",8,186.91000000000003
COCONUT WATER PURE BOTTLE,HARNEY & SONS TEA CO LLC,NIRVANA,Beverages (ND),Beverages (ND),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local DC of Natl. Co.,"Millerton,NY",1,17.43
COD FIL 12 OZ UP B/S AK MSC,GREAT EASTERN SEAFOOD,GRTESTRN,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,"Local,MSC Certified Fisheries (No Chain of Custody)",Local Vendors/Local Products,"Boston,MA",115,7048.1
COD FIL 12 OZ UP B/S AK MSC,GREAT EASTERN SEAFOOD,PACKER,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,"Local,MSC Certified Fisheries (No Chain of Custody)",Local Vendors/Local Products,"Boston,MA",19,1291.81
COD FIL 4 OZ BB GLDN ALE DOM,TRIDENT SEAFOODS CORP,PUBHOUSE,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),8,543.8399999999999
COD PORTN 4-5.5 OZ SEADOG BTTRD,HIGH LINER FOODS USA INC,ICELANDC,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),6,382.5
COFFEE BRKFST BLND,OMAR COFFEE CO,OMAR,Beverages (ND),Coffee,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Newington,CT",1,142.12
COFFEE COLOMBIAN 100% CONC FZ,NESTLE PROFESSIONAL BEVER,NESCAFE,Beverages (ND),Coffee,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),11,1050.39
COFFEE PREM BLK ICED,JAVO BEVERAGE CO INC,JAVO,Beverages (ND),Coffee,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),6,627.66
COLESLAW CLASSIC TFF,RESERS FINE FOODS INC,WEST CRK,Highly Proccessed,Frozen,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,15.83
COOKIE CHOC CHIP GF IW FZ TFF,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",25,583.36
COOKIE CHOC CHIP GRAB N GO GF,WESTMINSTER CRACKER CO,LCYCKE,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local Business/Non-Local Products,"Rutland,Vt",8,172.96
COOKIE CHOC CHIP M&M FZ TFF,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",41,1693.69
"COOKIE CHOC CHNK 5"" PUCK",SWEET STREET DESSERTS INC,SWT STRT,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,WBE- Business Certification,Local Business/Non-Local Products,"Reading,PA",26,1307.15
COOKIE CINNAMON THIN GF,WESTMINSTER CRACKER CO,LCYCKE,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Non GMO Verified,Local Business/Non-Local Products,"Rutland,Vt",9,194.67000000000002
COOKIE CRUMBS OREO SM CRNCH,MONDELEZ GLOBAL LLC,OREO,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),3,238.89
COOKIE DGH ALMOND JOY FZ,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",1,64.81
COOKIE DGH CHOC CHIP,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",130,5409.19
COOKIE DGH CHOC CHIP GRMT TFF,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",5,242.6
COOKIE DGH CHOC CHIP M&MS TFF,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",4,198.4
COOKIE DGH CHOC CHIP PARVE,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",6,257.82
COOKIE DGH CHOC CHNK CLASSIC,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",4,205
COOKIE DGH CHOC CHNK DARK,COUNTRY HOME BAKERS INC,READI BK,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Bellmawr,NJ",5,356.45
COOKIE DGH CHOC CHNK GF FZ,SWEET LORENS INC,SWEET LO,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,WBE- Business Certification,Local Business/Non-Local Products,"New York,NY",1,68.49
COOKIE DGH CRNBRY WHI CHNK TFF,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",2,122.64
COOKIE DGH FUDGE BROWNIE GF FZ,SWEET LORENS INC,SWEET LO,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,WBE- Business Certification,Local Business/Non-Local Products,"New York,NY",1,68.49
COOKIE DGH LEMON W/WHI FZ,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",1,54.95
COOKIE DGH M&M CHOC CHNK,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",1,64.81
COOKIE DGH OTML-RSN GRMT TFF,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",2,99.2
COOKIE DGH OTML-RSN TFF,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",6,344.07
COOKIE DGH OTML-RSN TRDTNL FZ,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",27,1122.22
COOKIE DGH PEANUT BUTTER CHNK,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",1,63.48
COOKIE DGH SMORES FZ,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",2,128.29
COOKIE DGH SUGAR CRYSTAL,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",1,56.86
COOKIE DGH SUGAR GRMT TFF,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",1,48.29
COOKIE DGH SUGAR TRDTNL FZ,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",31,1288.89
COOKIE DGH TRIPLE CHOC TFF,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",1,58.19
COOKIE FIG NEWTON 2 OZ TFF,MONDELEZ GLOBAL LLC,Nabisco,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,94.66
COOKIE FORTUNE IW,JM GROSS BROKERAGE C,PACKER,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Chelsea,MA",3,49.05
COOKIE OLD FSHND SUGAR TRAYS,FERRARA CANDY COMPANY,KEEBLER,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,47.84
COOKIE OREO 4 CT SLEEVE 1.59 OZ,MONDELEZ GLOBAL LLC,OREO,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),173,6615.8499999999985
COOKIE OREO CREME TFF 2 PACK,MONDELEZ GLOBAL LLC,OREO,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),19,474.27
COOKIE OTML-RSN IW GF FZ TFF,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",14,320.37
COOKIE SHRTBRD LORNA DOONE 4 CT,MONDELEZ GLOBAL LLC,Nabisco,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),75,2506.4999999999995
